appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue,peak_players,adjusted_rating,owners_midpoint,total_score
1363080,Manor Lords,Hooded Horse,4X,$86m ($56.9m - $115m),$205m,172605.0,85.45,3500000.0,9.24649749346647
232050,Eador. Masters of the Broken World,Snowbird Games,4X,$973.6k ($549.9k - $1.3m),$2m,115993.0,67.48,1500000.0,7.333201612738421
289070,Sid Meier’s Civilization VI,2K,4X,$380.3m ($259.2m - $501.3m),$1.7b,162314.0,85.92,15000000.0,9.354890223493626
1158310,Crusader Kings III,Paradox Interactive,4X,$153m ($93.4m - $212.5m),$1.1b,98474.0,90.76,3500000.0,9.775682616894434
204880,Sins of a Solar Empire: Rebellion,Stardock Entertainment,4X,$10.5m ($5.9m - $15.1m),$62.5m,91159.0,93.66,3500000.0,10.012051956256753
8930,Sid Meier's Civilization V,2K,4X,$166.9m ($103.7m - $230.1m),$1.7b,91020.0,95.43,15000000.0,10.27599324295165
289130,ENDLESS Legend,AMPLITUDE Studios,4X,$28.3m ($16m - $40.6m),$86.3m,88785.0,83.95,3500000.0,9.056033491438773
281990,Stellaris,Paradox Interactive,4X,$110.9m ($79.9m - $141.9m),$1.1b,68517.0,86.75,3500000.0,9.358765794502617
1295660,Sid Meier's Civilization VII,2K,4X,$74.2m ($49.8m - $98.7m),$1.7b,84558.0,47.69,1500000.0,5.436311750893609
1124300,HUMANKIND,AMPLITUDE Studios,4X,$25m ($16.2m - $33.8m),$86.3m,55232.0,67.93,1500000.0,7.4185321043420025
236850,Europa Universalis IV,Paradox Interactive,4X,$75.5m ($49.6m - $101.4m),$1.1b,47844.0,87.34,7500000.0,9.418131686872504
392110,ENDLESS Space 2,AMPLITUDE Studios,4X,$20m ($13.9m - $26m),$86.3m,53435.0,84.13,1500000.0,9.03426263479528
1669000,Age of Wonders 4,Paradox Interactive,4X,$42m ($24.6m - $59.5m),$1.1b,42826.0,82.12,750000.0,8.83255859487078
208140,ENDLESS Space - Definitive Edition,AMPLITUDE Studios,4X,$3.4m ($1.6m - $5.2m),$86.3m,41009.0,79.65,1500000.0,8.552296797467422
466560,Northgard,Shiro Games,4X,$42.5m ($30.4m - $54.6m),$90.7m,20083.0,85.98,3500000.0,9.219110413534745
226840,Age of Wonders III,Paradox Interactive,4X,$9.9m ($5.7m - $14m),$1.1b,18477.0,81.7,1500000.0,8.75903874355925
885970,Total War: ROME REMASTERED,SEGA,4X,$13m ($8m - $18.1m),$1.6b,18407.0,76.99,750000.0,8.277950179890626
1575940,Sins of a Solar Empire II,Stardock Entertainment,4X,$11.9m ($8.8m - $14.9m),$62.5m,13330.0,84.2,350000.0,8.956695321712553
48240,Anno 2070,Ubisoft,4X,$13.3m ($10.2m - $16.4m),$2.4b,11140.0,59.5,750000.0,6.51546073469125
1176470,Terra Invicta,Hooded Horse,4X,$9.6m ($6.8m - $12.5m),$205m,9826.0,79.86,350000.0,8.51521159130939
4700,Total War: MEDIEVAL II – Definitive Edition,SEGA,4X,$4.8m ($2.6m - $7.1m),$1.6b,8419.0,95.55,1500000.0,10.110766043613616
1605220,Dune: Spice Wars,Funcom,4X,$11.4m ($7.8m - $15m),$198.2m,7986.0,79.3,1500000.0,8.487763137797641
2328480,Ascension,Element Game 微元游戏,4X,$1.1m ($752.9k - $1.6m),$1.1m,7867.0,61.59,350000.0,6.6274307797979715
375910,Anno 2205,Ubisoft,4X,$7.8m ($5.4m - $10.2m),$2.4b,7401.0,69.99,1500000.0,7.559570024667663
226860,Galactic Civilizations III,Stardock Entertainment,4X,$14.7m ($9.5m - $19.9m),$62.5m,6225.0,77.01,1500000.0,8.24979975453707
463530,Empires of the Undergrowth,Hooded Horse,4X,$9.3m ($6.4m - $12.2m),$205m,6356.0,94.54,750000.0,9.986338210966462
736820,Knights of Honor II: Sovereign,THQ Nordic,4X,$9.2m ($5.8m - $12.6m),$387.4m,6034.0,77.39,150000.0,8.236220876212792
32470,STAR WARS Empire at War - Gold Pack,LucasArts,4X,$12.9m ($7.9m - $17.8m),$124.9m,5686.0,97.72,1500000.0,10.319060291847414
1531540,Distant Worlds 2,Slitherine Ltd.,4X,$5.2m ($3.5m - $6.9m),$97.4m,4974.0,71.9,150000.0,7.66702713205976
1268590,Millennia,Paradox Interactive,4X,$3.1m ($2.1m - $4.1m),$1.1b,5907.0,67.43,150000.0,7.228214146061603
1937780,Total War: PHARAOH,SEGA,4X,$6.2m ($4m - $8.4m),$1.6b,4858.0,63.77,350000.0,6.886833885383448
1622900,Star Trek: Infinite,Paradox Interactive,4X,$2.1m ($1.3m - $2.9m),$1.1b,4752.0,42.01,350000.0,4.6928035641214825
1099410,A Total War Saga: TROY,SEGA,4X,$11.3m ($6m - $16.5m),$1.6b,4638.0,71.94,350000.0,7.711126577739774
3910,Sid Meier's Civilization III Complete,2K,4X,$529.5k ($288.7k - $770.4k),$1.7b,4571.0,91.04,1500000.0,9.609051685277084
4760,Rome: Total War - Collection,SEGA,4X,0,$1.6b,4399.0,94.61,1500000.0,9.911631559490583
867210,Songs of Conquest,Coffee Stain Publishing,4X,$10.2m ($7.1m - $13.3m),$592.7m,4167.0,85.86,1500000.0,9.126687340028274
202200,Galactic Civilizations II: Ultimate Edition,Stardock Entertainment,4X,$742.5k ($148.5k - $1.3m),$62.5m,3986.0,80.25,750000.0,8.501041241013466
252450,StarDrive 2,Iceberg Interactive,4X,$1.1m ($734.1k - $1.4m),$34.2m,3571.0,55.13,75000.0,5.9371562510062565
597180,Old World,Hooded Horse,4X,$8.7m ($4.4m - $13.1m),$205m,3565.0,82.32,350000.0,8.72837387268292
538030,Xenonauts 2,Hooded Horse,4X,$3.8m ($2.6m - $5m),$205m,3464.0,79.96,150000.0,8.460446985077875
2021880,Ara History Untold: Anniversary Edition ,Xbox Game Studios,4X,$2.3m ($1.4m - $3.1m),$1.8b,3449.0,70.16,35000.0,7.449696829136918
203630,Warlock - Master of the Arcane,Paradox Interactive,4X,$971.5k ($485.7k - $1.4m),$1.1b,3403.0,86.48,750000.0,9.135335494643936
282210,Sid Meier's Starships,2K,4X,$1.8m ($1.1m - $2.4m),$1.7b,3387.0,49.54,150000.0,5.4159457883134206
1422440,Cataclismo,Hooded Horse,4X,$5m ($3.3m - $6.7m),$205m,3129.0,90.05,350000.0,9.489279458777336
8800,Civilization IV: Beyond the Sword,2K,4X,$360.9k ($192.5k - $529.3k),$1.7b,2744.0,96.59,750000.0,10.127134587052375
2233790,Legendary Creatures 2,Thermite Games,4X,$285.9k ($193.2k - $378.6k),$5.1m,2346.0,70.82,350000.0,7.499929856555777
427940,Industries of Titan,Brace Yourself Games,4X,$1.8m ($1.1m - $2.5m),$17m,2209.0,62.57,150000.0,6.685984630781466
544610,Battlestar Galactica Deadlock,Slitherine Ltd.,4X,$3.9m ($2.6m - $5.3m),$97.4m,2125.0,86.85,350000.0,9.150495622210242
702320,March of Empires,Gameloft,4X,$20.9m ($12.6m - $29.3m),$64.8m,2031.0,0.0,350000.0,0.4867599674279207
2511500,Dominions 6 - Rise of the Pantokrator,Illwinter Game Design,4X,$1.6m ($1.2m - $2.1m),$6.5m,1881.0,90.6,35000.0,9.445556773050582
887570,NEBULOUS: Fleet Command,Hooded Horse,4X,$2.4m ($1.4m - $3.3m),$205m,1814.0,82.41,350000.0,8.697723230241872
1822550,Microcivilization,Ondrej Homola,4X,$1.3m ($877.5k - $1.7m),$1.3m,1728.0,82.71,75000.0,8.661100303716896
378720,Thea: The Awakening,MuHa Games,4X,$2.8m ($1.9m - $3.7m),$3.9m,1696.0,88.11,350000.0,9.25091246278906
245370,Etherium,Focus Entertainment,4X,$1.3m ($273.8k - $2.4m),$728.4m,1672.0,35.847,150000.0,4.016422151368685
1025440,Fantasy General II,Slitherine Ltd.,4X,$2.5m ($1.4m - $3.7m),$97.4m,1556.0,82.38,150000.0,8.668386944734241
1119700,As Far As The Eye,Goblinz Publishing,4X,$1.6m ($1m - $2.2m),$29.1m,1499.0,73.21,75000.0,7.723030939501985
1357210,Galactic Civilizations IV,Stardock Entertainment,4X,$3.9m ($2.5m - $5.4m),$62.5m,1422.0,73.02,350000.0,7.753156838452492
2195410,Songs of Silence,Chimera Entertainment,4X,$1.8m ($1.3m - $2.3m),$1.8m,1406.0,79.19,150000.0,8.324377919816934
3900,Sid Meier's Civilization IV,2K,4X,$505.8k ($270.1k - $741.6k),$1.7b,1389.0,92.19,1500000.0,9.686496978759754
606230,Thea 2: The Shattering,MuHa Games,4X,$1.1m ($738.3k - $1.4m),$3.9m,1334.0,79.9,350000.0,8.408893207424102
342560,Airships: Conquer the Skies,David Stark,4X,$2.2m ($1.6m - $2.8m),$2.3m,1313.0,95.93,350000.0,10.019219211028807
25800,Europa Universalis III Complete,Paradox Interactive,4X,$749.5k ($388.6k - $1.1m),$1.1b,1299.0,84.96,350000.0,8.9326566230972
419480,Starpoint Gemini Warlords,Little Green Men Games,4X,$3m ($2.1m - $3.8m),$11m,1246.0,72.53,350000.0,7.688810563609742
261470,Distant Worlds: Universe,Slitherine Ltd.,4X,$3.5m ($2.5m - $4.5m),$97.4m,1239.0,72.03,150000.0,7.6312264667195535
718560,Scythe: Digital Edition,The Knights of Unity,4X,$3.3m ($2.1m - $4.6m),$3.7m,1201.0,90.15,350000.0,9.446391111029463
1606340,Conquest of Elysium 5,Illwinter Game Design,4X,$1.4m ($941.7k - $2m),$6.5m,1171.0,89.94,350000.0,9.414553309139734
722060,Dominions 5 - Warriors of the Faith,Illwinter Game Design,4X,$2m ($1.3m - $2.8m),$6.5m,1065.0,94.3,350000.0,9.852802614721389
1075190,A Game of Thrones: The Board Game - Digital Edition,Twin Sails Interactive,4X,$1.3m ($839.3k - $1.9m),$35.3m,1062.0,70.9,350000.0,7.513698577557062
2820,X3: Terran Conflict,Egosoft,4X,$1.4m ($723.6k - $2m),$37.8m,1019.0,84.66,750000.0,8.906873320714055
1481170,ZEPHON,Proxy Studios,4X,$1.5m ($1m - $1.9m),$1.5m,1016.0,85.33,75000.0,8.909352202350204
1768280,Ozymandias: Bronze Age Empire Sim,Goblinz Publishing,4X,$795.5k ($436.9k - $1.1m),$29.1m,1012.0,89.61,350000.0,9.375236914402809
1264280,Slipways,Beetlewing,4X,$659.2k ($465.1k - $853.3k),$659.3k,1012.0,93.06,350000.0,9.701282855579583
2118810,Breachway,Hooded Horse,4X,$809.2k ($571.7k - $1m),$205m,969.0,74.07,75000.0,7.793973995694169
205990,Warlock 2: The Exiled,Paradox Interactive,4X,$809.8k ($588.6k - $1m),$1.1b,978.0,68.83,350000.0,7.311995634972627
2001070,Heart of the Machine,Hooded Horse,4X,$754.9k ($525.6k - $984.3k),$205m,949.0,93.04,35000.0,9.672235388710455
1681060,Exogate Initiative,Xeno Bits,4X,$654.3k ($448.7k - $859.9k),$654.4k,949.0,75.57,75000.0,7.915624074967233
42990,Sword of the Stars II: Enhanced Edition,Paradox Interactive,4X,$385k ($221.7k - $548.3k),$1.1b,932.0,44.49,350000.0,4.865692803692514
357310,Oriental Empires,Iceberg Interactive,4X,$2.7m ($1.9m - $3.5m),$34.2m,866.0,80.14,75000.0,8.407347222231728
265970,Worlds of Magic,Conglomerate 5,4X,$668.6k ($442.8k - $894.4k),$2.5m,805.0,41.472,350000.0,4.541315301220722
577230,Three Kingdoms The Last Warlord,LongYou Tech Ltd,4X,$1.2m ($812.7k - $1.6m),$1.2m,785.0,69.9,350000.0,7.38869802203693
2420880,WitchHand,HopFrog,4X,$236.9k ($170.5k - $303.4k),$299.8k,747.0,91.59,35000.0,9.475018607369593
659540,Warsim: The Realm of Aslona,Huw Millward,4X,$256.1k ($160.1k - $352.1k),$256k,741.0,96.3,150000.0,9.978845709803164
201290,Sins of a Solar Empire: Trinity,Stardock Entertainment,4X,$548.2k ($170.9k - $925.5k),$62.5m,733.0,78.64,150000.0,8.247123500447948
1623070,Master of Magic,Slitherine Ltd.,4X,$1.4m ($772.6k - $2.1m),$97.4m,732.0,71.05,75000.0,7.488077994743497
1395760,Reshaping Mars,Yooreka Studio,4X,$220.1k ($158.4k - $281.8k),$3m,640.0,84.55,150000.0,8.807651016568984
1356810,Hexarchy,Yogscast Games,4X,$1.2m ($772k - $1.7m),$37.9m,630.0,84.26,75000.0,8.798151493069689
241000,Jon Shafer's At the Gates,Conifer Games,4X,$290k ($202.5k - $377.5k),$290k,628.0,35.496,35000.0,3.863048703435224
1683320,Power & Revolution 2021 Edition,Eversim,4X,$567.1k ($311.6k - $822.6k),$6.7m,603.0,57.12,35000.0,6.047392682097783
1154840,Shadow Empire,Matrix Games,4X,$991k ($580.1k - $1.4m),$17.2m,594.0,85.98,35000.0,8.945082009761132
1901910,Ultimate General: American Revolution,Game-Labs,4X,$1.1m ($724.4k - $1.4m),$21m,559.0,53.05,35000.0,5.652576029052052
1116880,The Heroic Legend of Eagarlnia,Pixmain,4X,$450.2k ($323k - $577.5k),$2m,558.0,85.13,75000.0,8.854542312494262
2340500,Three Kingdoms: Innovatory,Moment HK,4X,$222.7k ($149k - $296.3k),$222.7k,555.0,60.06,35000.0,6.310656111140938
499660,Medieval Kingdom Wars,indie.io,4X,$2.2m ($1.5m - $2.9m),$36.8m,544.0,77.09,75000.0,8.085299577231064
418250,Polaris Sector,Slitherine Ltd.,4X,$516.6k ($303.8k - $729.5k),$97.4m,542.0,63.108,150000.0,6.685622376445443
718650,Driftland: The Magic Revival,Star Drifters,4X,$1m ($660.4k - $1.4m),$2.6m,541.0,73.8,350000.0,7.767842708688852
874390,The Battle of Polytopia,Midjiwan AB,4X,$3.3m ($1.7m - $5m),$3.4m,535.0,94.75,750000.0,9.898090892380534
16810,Sid Meier's Civilization IV: Colonization,2K,4X,$1.8m ($1m - $2.6m),$1.7b,522.0,87.53,750000.0,9.193133825107587
464880,Stars in Shadow,Iceberg Interactive,4X,$366.7k ($237.3k - $496.1k),$34.2m,464.0,77.82,35000.0,8.109931859937404
1011390,Field of Glory: Empires,Slitherine Ltd.,4X,$830.5k ($544k - $1.1m),$97.4m,466.0,81.58,75000.0,8.519517475311742
1597310,Airship: Kingdoms Adrift,indie.io,4X,$727.4k ($513.5k - $941.4k),$36.8m,417.0,75.52,75000.0,7.903986955843652
1085660,Destiny 2,Bungie,Action,$912.3m ($522.3m - $1.3b),$912.4m,316651.0,75.59,35000000.0,8.37164482913978
304390,FOR HONOR,Ubisoft,Action,$171.8m ($107.4m - $236.2m),$2.4b,216499.0,69.77,7500000.0,7.723200083871926
1174180,Red Dead Redemption 2,Rockstar Games,Action,$439.2m ($323.3m - $555.1m),$770.8m,99759.0,92.08,15000000.0,9.954515094387803
601150,Devil May Cry 5,"CAPCOM Co., Ltd.",Action,$132.4m ($83.4m - $181.5m),$1.8b,88735.0,96.25,7500000.0,10.338546194022692
1254120,Bless Unleashed,VALOFE,Action,$9.8m ($6.6m - $12.9m),$27.3m,76273.0,56.997,3500000.0,6.335677556306638
2993780,FANTASY LIFE i: The Girl Who Steals Time,LEVEL5 Inc.,Action,$24.8m ($16.9m - $32.7m),$37.7m,65347.0,92.24,350000.0,9.818458036116954
2384580,DYNASTY WARRIORS: ORIGINS,"KOEI TECMO GAMES CO., LTD.",Action,$49.2m ($32.1m - $66.3m),$424.5m,69318.0,92.78,750000.0,9.911700690083032
1172620,Sea of Thieves: 2025 Edition,Xbox Game Studios,Action,$273.9m ($193.4m - $354.4m),$1.8b,66632.0,89.34,7500000.0,9.649241143627032
848450,Subnautica: Below Zero,Unknown Worlds Entertainment,Action,$48.7m ($38m - $59.5m),$185.6m,42057.0,90.36,3500000.0,9.685057074644464
678960,CODE VEIN,Bandai Namco Entertainment,Action,$71.8m ($50.2m - $93.3m),$1.7b,33804.0,83.84,3500000.0,9.041420167914872
1942280,Brotato,Blobfish,Action,$21.3m ($13.5m - $29m),$21.4m,38761.0,96.64,3500000.0,10.289251514209067
48000,LIMBO,Playdead,Action,$6.1m ($3.8m - $8.5m),$21.1m,27454.0,91.75,3500000.0,9.771323345195546
1693980,Dead Space,Electronic Arts,Action,$50.6m ($39.2m - $62.1m),$4.5b,28842.0,91.08,750000.0,9.725053793299297
221380,Age of Empires II (Retired),Xbox Game Studios,Action,$63.8m ($34.6m - $92.9m),$1.8b,27618.0,95.8,7500000.0,10.24676903559882
240760,Wasteland 2: Director's Cut,inXile Entertainment,Action,$9.8m ($7.3m - $12.3m),$49m,18576.0,82.38,750000.0,8.798194155317985
2849080,Kingdom Rush 5: Alliance TD,Ironhide Game Studio,Action,$6.6m ($4.6m - $8.5m),$28.7m,15843.0,88.05,750000.0,9.35222456342609
555160,Pavlov,Vankrupt Games,Action,$24.5m ($16.8m - $32.2m),$24.4m,17629.0,89.33,1500000.0,9.51744743067677
274940,Depth,Digital Confectioners,Action,$11.7m ($7.9m - $15.4m),$11.7m,10775.0,89.64,1500000.0,9.519300554576967
1645820,SurrounDead,PlaySurrounDead,Action,$6.6m ($4.5m - $8.8m),$6.6m,10713.0,92.33,750000.0,9.76180778281201
292120,FINAL FANTASY XIII,Square Enix,Action,$8.3m ($6.3m - $10.4m),$1b,8320.0,74.84,750000.0,8.02981278198033
1498570,THE KING OF FIGHTERS XV,SNK CORPORATION,Action,$10.3m ($6.5m - $14m),$35.7m,8205.0,83.98,350000.0,8.915163748424332
826630,Iron Harvest,Prime Matter,Action,$27.6m ($16.8m - $38.5m),$76.6m,8145.0,74.23,1500000.0,7.990159145542161
265300,Lords Of The Fallen 2014,CI Games,Action,$17.2m ($10.4m - $23.9m),$116.9m,8014.0,58.45,750000.0,6.3910539638320145
699130,World War Z,Saber Interactive Inc,Action,$35.3m ($22.7m - $47.9m),$35.3m,7943.0,83.43,1500000.0,8.90964108819734
1485590,ENDLESS Dungeon - Definitive Edition,AMPLITUDE Studios,Action,$4.5m ($3.2m - $5.8m),$86.3m,7935.0,64.42,350000.0,6.949866925975809
1798010,Mega Man Battle Network Legacy Collection Vol. 1,"CAPCOM Co., Ltd.",Action,$4.6m ($2.6m - $6.6m),$1.8b,7747.0,87.66,150000.0,9.26746218050629
487120,Citadel: Forged with Fire,Blue Isle Publishing,Action,$3.9m ($2.7m - $5.2m),$7.5m,7720.0,67.9,350000.0,7.284472035172406
669330,Mechabellum,Dreamhaven,Action,$7.8m ($5.8m - $9.9m),$15m,7740.0,84.4,1500000.0,8.980220284811535
1256670,Library Of Ruina,ProjectMoon,Action,$13m ($9.5m - $16.4m),$108.8m,7211.0,94.48,1500000.0,10.001941745641156
385400,Weapons Genius,Conglomerate 5,Action,$391.6k ($78.3k - $705k),$2.5m,5985.0,47.7,350000.0,5.21845897788992
640380,UBERMOSH Vol.5,Walter Machado,Action,$15.4k ($11.5k - $19.3k),$297.2k,5932.0,93.36,350000.0,9.728010568418886
412880,Drift Streets Japan,SA Industry,Action,$1.9m ($1m - $2.8m),$4m,5559.0,64.56,1500000.0,6.9597704878765185
285160,LEGO The Hobbit,Warner Bros. Interactive Entertainment,Action,$2.8m ($1.3m - $4.2m),$446.3m,5549.0,79.19,1500000.0,8.448546373578981
2000890,MechWarrior 5: Clans,Piranha Games Inc.,Action,$3.7m ($2.3m - $5.1m),$24.6m,5548.0,74.6,150000.0,7.929567716503672
2294660,The Quinfall,Vawraek Technology Inc.,Action,$1.3m ($896.8k - $1.8m),$1.3m,5184.0,47.79,350000.0,5.23765476068187
617830,SUPERHOT VR,SUPERHOT Team,Action,$7.8m ($4.7m - $10.9m),$43.2m,4734.0,82.63,1500000.0,8.792521566335093
450860,Andarilho,SC Jogos,Action,$22.6k ($13.5k - $31.6k),$762.8k,3904.0,66.35,150000.0,7.004673867320733
1150530,Wizard with a Gun,Devolver Digital,Action,$5.2m ($3.2m - $7.2m),$501.4m,3844.0,80.63,150000.0,8.539062600864556
911400,Assassin's Creed III Remastered,Ubisoft Entertainment,Action,$9.5m ($6.2m - $12.8m),$55.9m,3473.0,62.81,1500000.0,6.804897992470183
239250,Castlevania: Lords of Shadow 2,KONAMI,Action,$5.8m ($4m - $7.5m),$639.8m,3784.0,84.5,750000.0,8.964282757242504
268130,Heat Signature,Suspicious Developments,Action,$3.3m ($2.4m - $4.2m),$12.4m,3825.0,94.58,750000.0,9.947526469645736
404410,Endless Sky,Michael Zahniser,Action,0,$0 ,2950.0,83.754,1500000.0,8.716695822721679
312990,The Expendabros,Devolver Digital,Action,0,$501.4m,2927.0,85.32,3500000.0,8.99197029493219
1016950,Blood Bowl 3,Nacon,Action,$2.2m ($1.5m - $3m),$157.6m,3076.0,50.82,350000.0,5.55268634348722
339340,Resident Evil 0,"CAPCOM Co., Ltd.",Action,$4.6m ($3m - $6.2m),$1.8b,2924.0,82.24,1500000.0,8.74689371081967
3328720,Flash Doll,Game Star,Action,$531.4k ($329.9k - $732.8k),$816.4k,2876.0,79.8,75000.0,8.370875730361037
462780,Darksiders Warmastered Edition,THQ Nordic,Action,$2.3m ($1.4m - $3.2m),$387.4m,2890.0,88.02,1500000.0,9.30787339417978
513610,Madrobot X,Sometimes You,Action,$1.2k ($617 - $1.8k),$605.9k,2604.0,77.841,150000.0,8.097570028958728
1740720,Have a Nice Death,Arc Games,Action,$9.2m ($6.5m - $11.9m),$330.6m,2481.0,86.2,350000.0,9.108005961021389
420560,Firefighting Simulator - The Squad,astragon Entertainment,Action,$6.2m ($4.1m - $8.2m),$103.7m,2582.0,82.1,750000.0,8.705620749481437
1815570,Aces & Adventures,Yogscast Games,Action,$994.7k ($592.7k - $1.3m),$37.9m,2431.0,90.19,350000.0,9.46475213427616
533780,Zombie Defense,Home Net Games,Action,$2k ($1.2k - $2.8k),$440.6k,2356.0,70.587,750000.0,7.41120459938539
345180,Victor Vran ARPG,Haemimont Games,Action,$3.1m ($1.9m - $4.2m),$3.2m,2410.0,84.99,750000.0,8.96750890110155
58610,Wargame: European Escalation,Eugen Systems,Action,$906.1k ($482.8k - $1.3m),$60.1m,2197.0,76.33,750000.0,8.093319385075183
2695490,Age of Water,Gaijin Network Ltd,Action,$1.6m ($928.6k - $2.2m),$516.7m,2188.0,73.04,350000.0,7.7645916759712446
1699480,KLETKA,Callback,Action,$2.7m ($1.6m - $3.8m),$2.6m,1701.0,91.77,150000.0,9.595745998447894
272470,The Incredible Adventures of Van Helsing II,NeocoreGames,Action,$1.5m ($879.9k - $2.2m),$38.8m,1688.0,70.34,750000.0,7.491613745626635
326120,Horizon Shift,Funbox Media Ltd,Action,$22.4k ($4.4k - $40.3k),$509.5k,1577.0,79.61399999999999,150000.0,8.301143185020065
2510710,Kunitsu-Gami: Path of the Goddess,"CAPCOM Co., Ltd.",Action,$2m ($1.5m - $2.5m),$1.8b,1567.0,92.21,150000.0,9.660852749666352
314710,Mighty No. 9,Deep Silver,Action,$1.6m ($1m - $2.1m),$567.3m,1556.0,57.36,350000.0,6.186436687167491
418030,Subsistence,ColdGames,Action,$5.1m ($3.5m - $6.8m),$5.1m,1527.0,72.37,750000.0,7.70061377175988
312780,Way of the Samurai 4,"Spike Chunsoft Co., Ltd.",Action,$1.5m ($1.1m - $1.9m),$94.5m,1534.0,77.66,350000.0,8.207380915539275
366090,Colony Survival,Pipliz,Action,$6.5m ($5m - $8.1m),$6.5m,1488.0,92.09,350000.0,9.659295281166774
1934570,South of Midnight,Xbox Game Studios,Action,$2.6m ($1.7m - $3.4m),$1.8b,1438.0,94.34,75000.0,9.859471047445796
375850,Island Defense,Stereo7 Games,Action,$23.8k ($4.7k - $42.9k),$32.4k,1373.0,49.095,150000.0,5.234034957096382
1634860,Minishoot' Adventures,SoulGame Studio,Action,$1.5m ($1.1m - $2m),$1.5m,1340.0,97.85,350000.0,10.204449578952417
485440,Call Of The Mighty Warriors,SC Jogos,Action,$5k ($2.6k - $7.3k),$762.8k,1274.0,52.704,150000.0,5.583462303088018
598700,The Vagrant,SakuraGame,Action,$760.6k ($501.3k - $1m),$3.9m,1249.0,89.74,350000.0,9.385489990512909
1627570,The Plucky Squire,Devolver Digital,Action,$2.7m ($1.7m - $3.7m),$501.4m,1231.0,84.6,150000.0,8.891270497790003
35700,Trine Enchanted Edition,Frozenbyte,Action,$3.1m ($1.6m - $4.6m),$30.2m,1186.0,95.67,3500000.0,10.057697820271185
367270,Angels Fall First,Strangely Interactive Ltd,Action,$1.6m ($1m - $2.1m),$1.6m,1100.0,81.9,150000.0,8.585562681318205
458710,Kingdom Rush Frontiers - Tower Defense,Ironhide Game Studio,Action,$3m ($2m - $3.9m),$28.7m,1002.0,96.79,750000.0,10.129255186894405
598330,SimAirport,LVGameDev LLC,Action,$3.2m ($2.2m - $4.3m),$4m,1062.0,79.42,350000.0,8.369470120437825
965200,Walking Zombie 2,Alda Games,Action,$128.7k ($100.4k - $157.1k),$975.3k,962.0,83.331,750000.0,8.72182202426638
1975580,Wild Woods,Daedalic Entertainment,Action,$1.2m ($752.8k - $1.6m),$159.9m,920.0,81.26,75000.0,8.516033383479227
384490,NECROPOLIS: BRUTAL EDITION,Paradox Interactive,Action,$4.1m ($2.7m - $5.4m),$1.1b,872.0,63.72,350000.0,6.821029845348116
1375900,Swarm Grinder,Null State Protocol,Action,$446.2k ($305k - $587.5k),$460.3k,839.0,78.46,350000.0,8.228267228797957
1920480,River City Girls 2,WayForward,Action,$1.6m ($1.2m - $2m),$11.9m,826.0,85.91,75000.0,8.970753768237438
3084280,Threefold Recital,indienova,Action,$578.9k ($357.2k - $800.6k),$41.5m,664.0,98.65,75000.0,10.228566603641948
2616140,Sunset Motel,RockGame S.A.,Action,$555k ($360.2k - $749.8k),$5m,801.0,79.47,35000.0,8.289610075304251
1832220,Blind Fate: Edo no Yami — Dojo,101XP,Action,0,$3.9m,653.0,0.0,150000.0,0.24594972686408473
1051310,Paper Dolls: Original / 纸人,"Beijing Litchi Culture Media Co., Ltd.",Action,$2.9m ($1.8m - $4m),$4.5m,635.0,85.86,350000.0,8.99662912444476
1227780,Taur,Echo Entertainment,Action,$1.3m ($855k - $1.7m),$1.3m,629.0,79.69,150000.0,8.343358154642376
2658450,LOLLIPOP CHAINSAW RePOP,"DRAGAMI GAMES, LTD.",Action,$2.3m ($1.7m - $2.9m),$2.7m,625.0,87.94,75000.0,9.164050641685549
1961600,Darfall,Paradox Arc,Action,$464.2k ($339.5k - $589k),$14.6m,611.0,69.867,10000.0,7.294845889312895
298030,Total Annihilation,Wargaming.net,Action,$333.2k ($213.5k - $452.8k),$343.6k,608.0,96.51,350000.0,10.017805223876708
396480,Battlevoid: Harbinger,Bugbyte Ltd.,Action,$214.1k ($145.5k - $282.7k),$9.5m,563.0,80.13,350000.0,8.385213315552235
246580,The Typing of The Dead: Overkill,SEGA,Action,$3.2m ($2m - $4.5m),$1.6b,559.0,87.67,350000.0,9.200274858425328
2021210,DRAGON QUEST TREASURES,Square Enix,Action,$555.8k ($350.5k - $761k),$1b,562.0,69.048,10000.0,7.231082294807743
410710,System Shock: Enhanced Edition,Nightdive Studios,Action,$137.4k ($76k - $198.9k),$20.5m,548.0,91.35,750000.0,9.520306270685442
1055430,Swords and Sandals Classic Collection,eGames.com,Action,$1.6m ($1m - $2.2m),$2.4m,536.0,92.7,350000.0,9.664047007059011
2085370,Classified: France '44,Team17,Action,$829.5k ($509.2k - $1.1m),$491.6m,537.0,72.82,75000.0,7.654818387588738
2602030,Entropy Survivors,First Break Labs,Action,$288.8k ($179.5k - $398.1k),$631.1k,500.0,73.00800000000001,10000.0,7.582390388786215
1952250,SAMURAI MAIDEN,D3PUBLISHER,Action,$1.1m ($648.2k - $1.6m),$55.3m,526.0,60.94,35000.0,6.443841337033785
1573100,Subterrain: Mines of Titan,indie.io,Action,$305k ($203.1k - $407k),$36.8m,493.0,75.87,35000.0,7.914441158467449
581630,Sword With Sauce,Diatomic Studios,Action,$1m ($606k - $1.5m),$1m,454.0,86.26,350000.0,9.004329312967878
